accountNumber,accountBalance,housingLoan,vehicleLoan,branchCity
13107,197,no,yes,San Jose
13108,0,no,yes,Houston
13109,-14,no,yes,San Fransisco
13110,87,no,no,Los Angeles
13111,-230,no,yes,Jersey
13112,101,no,yes,San Antonio
13113,1556,no,yes,Dallas
13114,-45,no,yes,Santa Clara
13115,139,no,yes,Rosselle
13116,-90,no,yes,Pittsburgh
13117,-509,no,yes,Pennsylvania
13118,830,no,yes,Newcastle
13119,1106,no,yes,New York
13120,136,no,yes,San Jose
13121,-199,no,yes,Houston
13122,-834,yes,yes,San Fransisco
13123,-283,no,yes,Los Angeles
13124,218,no,yes,Jersey
13125,1923,no,yes,San Antonio
13126,2736,no,no,Dallas
13127,26,no,no,Santa Clara
13128,-688,no,yes,Rosselle
13129,50,no,no,Pittsburgh
13130,314,no,yes,Pennsylvania
13131,564,no,yes,Newcastle
13132,33,no,yes,New York
13133,1007,no,no,San Jose
13134,87,no,no,Houston
13135,-145,no,yes,San Fransisco
13136,-44,no,yes,Los Angeles
13137,0,no,yes,Jersey
13138,130,no,no,San Antonio
13139,0,no,yes,Dallas
13140,1294,yes,no,Santa Clara
13141,338,no,yes,Rosselle
13142,280,no,no,Pittsburgh
13143,74,no,no,Pennsylvania
13144,2699,no,no,Newcastle
13145,3604,no,yes,New York
13146,1177,no,yes,San Jose
13147,102,no,yes,Houston
13148,-150,no,yes,San Fransisco
13149,2322,no,no,Los Angeles
13150,1248,no,no,Jersey
13151,3,no,yes,San Antonio
13152,478,no,yes,Dallas
13153,26,no,no,Santa Clara
13154,229,no,no,Rosselle
13155,51439,no,yes,Pittsburgh
13156,510,yes,yes,Pennsylvania
13157,252,no,yes,Newcastle
13158,67,no,no,New York
13159,731,no,yes,San Jose
13160,148,no,yes,Houston
13161,68,no,yes,San Fransisco
13162,143,no,yes,Los Angeles
13163,870,no,yes,Jersey
13164,4280,no,yes,San Antonio
13165,517,no,yes,Dallas
13166,120,no,yes,Santa Clara
13167,33,no,yes,Rosselle
13168,3540,no,no,Pittsburgh
13169,2137,no,no,Pennsylvania
13170,28,no,yes,Newcastle
13171,-547,no,no,New York
13172,-315,no,yes,San Jose
13173,786,no,no,Houston
13174,1,no,yes,San Fransisco
13175,37,no,yes,Los Angeles
13176,0,no,yes,Jersey
13177,8303,no,no,San Antonio
13178,854,no,yes,Dallas
13179,-273,no,no,Santa Clara
13180,-692,yes,no,Rosselle
13181,28,no,yes,Pittsburgh
13182,971,no,yes,Pennsylvania
13183,3694,no,yes,Newcastle
13184,1141,no,yes,New York
13185,793,no,yes,San Jose
13186,35,no,yes,Houston
13187,30,no,yes,San Fransisco
13188,280,no,no,Los Angeles
13189,0,no,no,Jersey
13190,2261,yes,yes,San Antonio
13191,46,no,no,Dallas
13192,307,no,yes,Santa Clara
13193,306,no,yes,Rosselle
13194,13229,no,yes,Pittsburgh
13195,-3,no,no,Pennsylvania
13196,4442,no,no,Newcastle
13197,1,yes,no,New York
13198,-478,no,yes,San Jose
13199,356,no,no,Houston
13200,290,yes,yes,San Fransisco
13201,1343,no,yes,Los Angeles
13202,81,no,yes,Jersey
13203,272,no,yes,San Antonio
13204,2775,no,yes,Dallas
13205,359,yes,no,Santa Clara
13206,288,yes,no,Rosselle
13207,3493,yes,no,Pittsburgh
13208,1249,no,no,Pennsylvania
13209,0,no,yes,Newcastle
13210,0,yes,no,New York
13211,5,yes,no,San Jose
13212,598,no,yes,Houston
13213,790,no,no,San Fransisco
13214,0,yes,no,Los Angeles
13215,795,no,yes,Jersey
13216,1296,yes,yes,San Antonio
13217,188,no,no,Dallas
13218,0,no,no,Santa Clara
13219,-392,no,yes,Rosselle
13220,0,yes,no,Pittsburgh
13221,628,no,no,Pennsylvania
13222,233,yes,yes,Newcastle
13223,725,yes,no,New York
13224,0,no,no,San Jose
13225,414,yes,no,Houston
13226,4,no,no,San Fransisco
13227,1508,no,yes,Los Angeles
13228,175,no,yes,Jersey
13229,152,yes,yes,San Antonio
13230,-32,no,yes,Dallas
13231,277,no,yes,Santa Clara
13232,882,no,yes,Rosselle
13233,415,no,no,Pittsburgh
13234,477,no,no,Pennsylvania
13235,380,yes,yes,Newcastle
13236,-246,no,yes,New York
13237,142,yes,no,San Jose
13238,-2,no,yes,Houston
13239,96,no,yes,San Fransisco
13240,-126,no,yes,Los Angeles
13241,279,no,no,Jersey
13242,146,no,no,San Antonio
13243,49,no,yes,Dallas
13244,9,no,yes,Santa Clara
13245,1221,no,yes,Rosselle
13246,1063,no,yes,Pittsburgh
13247,434,no,no,Pennsylvania
13248,108,no,yes,Newcastle
13249,1293,no,yes,New York
13250,10,no,no,San Jose
13251,3554,no,yes,Houston
13252,439,no,yes,San Fransisco
13253,1838,yes,no,Los Angeles
13254,0,no,no,Jersey
13255,57,no,yes,San Antonio
13256,81,no,yes,Dallas
13257,328,no,yes,Santa Clara
13258,4,yes,yes,Rosselle
13259,2476,yes,no,Pittsburgh
13260,1252,yes,yes,Pennsylvania
13261,0,no,no,Newcastle
13262,0,no,no,New York
13263,75,no,no,San Jose
13264,307,yes,yes,Houston
13265,167,no,yes,San Fransisco
13266,19,no,no,Los Angeles
13267,-329,yes,no,Jersey
13268,-299,yes,no,San Antonio
13269,2840,yes,no,Dallas
13270,1477,yes,no,Santa Clara
13271,0,no,no,Rosselle
13272,350,no,yes,Pittsburgh
13273,663,no,yes,Pennsylvania
13274,485,no,yes,Newcastle
13275,-29,no,yes,New York
13276,0,no,no,San Jose
13277,629,no,yes,Houston
13278,89,no,yes,San Fransisco
13279,-243,no,yes,Los Angeles
13280,913,no,yes,Jersey
13281,57,no,yes,San Antonio
13282,-509,no,yes,Dallas
13283,31,no,no,Santa Clara
13284,-16,no,yes,Rosselle
13285,110,no,no,Pittsburgh
13286,-329,no,yes,Pennsylvania
13287,86,no,yes,Newcastle
13288,969,no,no,New York
13289,1040,no,no,San Jose
13290,7711,yes,no,Houston
13291,137,no,yes,San Fransisco
13292,468,yes,no,Los Angeles
13293,758,yes,yes,Jersey
13294,5,yes,no,San Antonio
13295,0,yes,no,Dallas
13296,-1,no,no,Santa Clara
13297,640,no,no,Rosselle
13298,-59,no,yes,Pittsburgh
13299,102,no,yes,Pennsylvania
13300,17,no,no,Newcastle
13301,0,no,no,New York
13302,1011,yes,no,San Jose
13303,370,no,yes,Houston
13304,-107,no,no,San Fransisco
13305,2309,yes,no,Los Angeles
13306,0,no,no,Jersey
13307,313,no,yes,San Antonio
13308,164,no,yes,Dallas
13309,19,no,yes,Santa Clara
13310,-128,no,yes,Rosselle
13311,123,yes,no,Pittsburgh
13312,-37,yes,no,Pennsylvania
13313,8,no,yes,Newcastle
13314,5262,no,yes,New York
13315,329,no,yes,San Jose
13316,1726,no,yes,Houston
13317,77,no,yes,San Fransisco
13318,189,no,yes,Los Angeles
13319,-406,no,yes,Jersey
13320,202,yes,no,San Antonio
13321,857,no,no,Dallas
13322,420,no,yes,Santa Clara
13323,0,yes,no,Rosselle
13324,-74,yes,yes,Pittsburgh
13325,128,yes,no,Pennsylvania
13326,191,no,no,Newcastle
13327,1139,no,yes,New York
13328,-110,no,yes,San Jose
13329,224,no,yes,Houston
13330,245,no,yes,San Fransisco
13331,158,no,yes,Los Angeles
13332,1551,no,no,Jersey
13333,-151,no,no,San Antonio
13334,-516,no,yes,Dallas
13335,283,yes,no,Santa Clara
13336,-1,yes,no,Rosselle
13337,97,no,yes,Pittsburgh
13338,16,no,yes,Pennsylvania
13339,313,no,yes,Newcastle
13340,5068,no,no,New York
13341,859,no,no,San Jose
13342,0,no,yes,Houston
13343,567,no,yes,San Fransisco
13344,13,yes,no,Los Angeles
13345,339,no,no,Jersey
13346,874,no,no,San Antonio
13347,21,no,no,Dallas
13348,302,no,yes,Santa Clara
13349,61,yes,no,Rosselle
13350,-469,yes,no,Pittsburgh
13351,136,yes,no,Pennsylvania
13352,232,no,no,Newcastle
13353,177,yes,yes,New York
13354,1890,no,no,San Jose
13355,48,yes,no,Houston
13356,-121,yes,yes,San Fransisco
13357,61,no,yes,Los Angeles
13358,6,yes,no,Jersey
13359,4873,no,no,San Antonio
13360,145,no,no,Dallas
13361,4,yes,yes,Santa Clara
13362,123,yes,no,Rosselle
13363,374,yes,no,Pittsburgh
13364,125,no,no,Pennsylvania
13365,884,yes,no,Newcastle
13366,10,no,no,New York
13367,0,yes,no,San Jose
13368,49,no,yes,Houston
13369,618,no,no,San Fransisco
13370,154,no,yes,Los Angeles
13371,611,yes,yes,Jersey
13372,0,yes,no,San Antonio
13373,199,yes,no,Dallas
13374,0,no,no,Santa Clara
13375,941,no,yes,Rosselle
13376,1,yes,no,Pittsburgh
13377,275,yes,no,Pennsylvania
13378,121,yes,yes,Newcastle
13379,31,no,yes,New York
13380,-948,yes,yes,San Jose
13381,773,no,yes,Houston
13382,0,yes,no,San Fransisco
13383,1,yes,no,Los Angeles
13384,112,yes,no,Jersey
13385,950,yes,no,San Antonio
13386,673,yes,no,Dallas
13387,20,yes,no,Santa Clara
13388,152,no,no,Rosselle
13389,233,no,yes,Pittsburgh
13390,0,yes,no,Pennsylvania
13391,0,yes,no,Newcastle
13392,1003,no,no,New York
13393,719,yes,no,San Jose
13394,278,no,yes,Houston
13395,6350,yes,no,San Fransisco
13396,111,no,no,Los Angeles
13397,1994,no,no,Jersey
13398,0,no,yes,San Antonio
13399,25,no,no,Dallas
13400,4816,no,yes,Santa Clara
13401,56,yes,no,Rosselle
13402,150,no,yes,Pittsburgh
13403,332,no,no,Pennsylvania
13404,0,yes,no,Newcastle
13405,2270,yes,no,New York
13406,117,no,yes,San Jose
13407,616,no,no,Houston
13408,628,yes,no,San Fransisco
13409,888,yes,no,Los Angeles
13410,118,yes,no,Jersey
13411,532,yes,no,San Antonio
13412,-591,no,no,Dallas
13413,0,yes,yes,Santa Clara
13414,0,no,no,Rosselle
13415,5,yes,yes,Pittsburgh
13416,3440,yes,no,Pennsylvania
13417,990,yes,no,Newcastle
13418,452,yes,no,New York
13419,2,no,no,San Jose
13420,702,no,yes,Houston
13421,0,no,yes,San Fransisco
13422,0,no,yes,Los Angeles
13423,351,yes,no,Jersey
13424,-201,no,yes,San Antonio
13425,1572,yes,no,Dallas
13426,170,no,no,Santa Clara
13427,266,yes,no,Rosselle
13428,167,no,yes,Pittsburgh
13429,25,no,no,Pennsylvania
13430,-100,yes,no,Newcastle
13431,-1,yes,no,New York
13432,-154,no,no,San Jose
13433,38,yes,no,Houston
13434,281,no,no,San Fransisco
13435,0,yes,no,Los Angeles
13436,-22,no,yes,Jersey
13437,438,yes,no,San Antonio
13438,2020,yes,no,Dallas
13439,133,yes,no,Santa Clara
13440,665,yes,no,Rosselle
13441,0,no,no,Pittsburgh
13442,6,yes,no,Pennsylvania
13443,787,no,yes,Newcastle
13444,1247,yes,no,New York
13445,5758,yes,no,San Jose
13446,-165,yes,no,Houston
13447,-626,yes,no,San Fransisco
13448,0,no,no,Los Angeles
13449,1090,yes,no,Jersey
13450,2355,yes,no,San Antonio
13451,387,no,yes,Dallas
13452,838,no,no,Santa Clara
13453,1,yes,no,Rosselle
13454,191,no,yes,Pittsburgh
13455,4855,yes,no,Pennsylvania
13456,634,yes,no,Newcastle
13457,272,yes,no,New York
13458,-267,yes,no,San Jose
13459,0,yes,no,Houston
13460,0,yes,no,San Fransisco
13461,24,no,yes,Los Angeles
13462,0,yes,yes,Jersey
13463,173,no,yes,San Antonio
13464,1206,no,no,Dallas
13465,214,yes,no,Santa Clara
13466,3043,yes,no,Rosselle
13467,0,no,no,Pittsburgh
13468,776,yes,no,Pennsylvania
13469,8,yes,no,Newcastle
13470,1023,no,yes,New York
13471,283,no,yes,San Jose
13472,690,yes,no,Houston
13473,-286,yes,no,San Fransisco
13474,1583,yes,no,Los Angeles
13475,0,no,yes,Jersey
13476,4,yes,no,San Antonio
13477,-2,no,yes,Dallas
13478,4488,yes,no,Santa Clara
13479,6,yes,yes,Rosselle
13480,264,yes,yes,Pittsburgh
13481,-754,yes,yes,Pennsylvania
13482,1950,no,no,Newcastle
13483,218,yes,no,New York
13484,47,no,yes,San Jose
13485,368,no,no,Houston
13486,-410,no,yes,San Fransisco
13487,0,yes,yes,Los Angeles
13488,0,no,yes,Jersey
13489,19447,yes,no,San Antonio
13490,1045,yes,yes,Dallas
13491,-205,yes,yes,Santa Clara
13492,917,no,no,Rosselle
13493,0,yes,no,Pittsburgh
13494,-426,yes,no,Pennsylvania
13495,-114,no,yes,Newcastle
13496,0,no,yes,New York
13497,492,yes,no,San Jose
13498,0,yes,no,Houston
13499,-253,yes,no,San Fransisco
13500,2682,yes,no,Los Angeles
13501,241,yes,no,Jersey
13502,416,no,no,San Antonio
13503,140,yes,no,Dallas
13504,381,yes,no,Santa Clara
13505,320,no,no,Rosselle
13506,4693,no,yes,Pittsburgh
13507,247,no,no,Pennsylvania
13508,0,no,yes,Newcastle
13509,808,yes,no,New York
13510,681,no,yes,San Jose
13511,1,no,no,Houston
13512,140,no,yes,San Fransisco
13513,788,no,no,Los Angeles
13514,2361,no,no,Jersey
13515,0,no,yes,San Antonio
13516,1808,yes,no,Dallas
13517,621,no,yes,Santa Clara
13518,976,yes,no,Rosselle
13519,101,yes,no,Pittsburgh
13520,0,yes,no,Pennsylvania
13521,557,no,yes,Newcastle
13522,1028,yes,no,New York
13523,323,yes,no,San Jose
13524,6997,yes,no,Houston
13525,0,no,no,San Fransisco
13526,324,no,no,Los Angeles
13527,0,no,no,Jersey
13528,75,yes,no,San Antonio
13529,2150,yes,yes,Dallas
13530,65,no,yes,Santa Clara
13531,216,no,yes,Rosselle
13532,475,yes,yes,Pittsburgh
13533,142,yes,no,Pennsylvania
13534,933,yes,no,Newcastle
13535,734,no,yes,New York
13536,441,no,yes,San Jose
13537,231,no,no,Houston
13538,335,no,no,San Fransisco
13539,0,yes,no,Los Angeles
13540,4,no,yes,Jersey
13541,404,no,yes,San Antonio
13542,687,yes,no,Dallas
13543,0,yes,no,Santa Clara
13544,-384,yes,no,Rosselle
13545,-182,no,no,Pittsburgh
13546,327,yes,yes,Pennsylvania
13547,750,yes,yes,Newcastle
13548,4380,no,no,New York
13549,-120,yes,yes,San Jose
13550,704,yes,no,Houston
13551,-388,yes,no,San Fransisco
13552,1457,no,yes,Los Angeles
13553,389,no,no,Jersey
13554,1097,yes,yes,San Antonio
13555,-422,no,no,Dallas
13556,-160,no,no,Santa Clara
13557,625,no,no,Rosselle
13558,105,yes,no,Pittsburgh
13559,375,no,no,Pennsylvania
13560,122,no,yes,Newcastle
13561,1146,no,yes,New York
13562,3324,no,no,San Jose
13563,22,yes,yes,Houston
13564,113,yes,yes,San Fransisco
13565,187,no,no,Los Angeles
13566,380,yes,no,Jersey
13567,127,no,yes,San Antonio
13568,113,no,no,Dallas
13569,1210,no,no,Santa Clara
13570,1751,no,no,Rosselle
13571,32,no,yes,Pittsburgh
13572,959,no,no,Pennsylvania
13573,1070,yes,yes,Newcastle
13574,865,yes,yes,New York
13575,425,yes,no,San Jose
13576,3872,yes,no,Houston
13577,0,yes,no,San Fransisco
13578,0,yes,no,Los Angeles
13579,68,yes,no,Jersey
13580,383,yes,no,San Antonio
13581,145,no,yes,Dallas
13582,418,yes,yes,Santa Clara
13583,-288,no,yes,Rosselle
13584,0,yes,yes,Pittsburgh
13585,281,no,yes,Pennsylvania
13586,-1112,yes,no,Newcastle
13587,804,yes,no,New York
13588,262,yes,no,San Jose
13589,670,no,no,Houston
13590,3800,no,yes,San Fransisco
13591,124,no,yes,Los Angeles
13592,260,no,no,Jersey
13593,1958,yes,no,San Antonio
13594,231,no,no,Dallas
13595,469,no,yes,Santa Clara
13596,214,yes,no,Rosselle
13597,350,no,yes,Pittsburgh
13598,1,yes,no,Pennsylvania
13599,778,no,no,Newcastle
13600,343,no,yes,New York
13601,252,yes,yes,San Jose
13602,0,no,no,Houston
13603,-176,no,no,San Fransisco
13604,-257,yes,yes,Los Angeles
13605,3180,yes,no,Jersey
13606,368,yes,no,San Antonio
13607,942,no,yes,Dallas
13608,81,yes,yes,Santa Clara
13609,1101,no,no,Rosselle
13610,6404,yes,yes,Pittsburgh
13611,0,no,no,Pennsylvania
13612,49,no,yes,Newcastle
13613,0,no,no,New York
13614,550,no,yes,San Jose
13615,-869,no,yes,Houston
13616,-258,yes,no,San Fransisco
13617,-223,no,yes,Los Angeles
13618,203,no,no,Jersey
13619,1432,no,no,San Antonio
13620,0,no,no,Dallas
13621,0,yes,no,Santa Clara
13622,104,no,no,Rosselle
13623,1,no,yes,Pittsburgh
13624,13,no,yes,Pennsylvania
13625,66,no,no,Newcastle
13626,282,no,yes,New York
13627,0,yes,yes,San Jose
13628,0,no,yes,Houston
13629,0,no,no,San Fransisco
13630,364,no,yes,Los Angeles
13631,98,no,yes,Jersey
13632,-75,no,yes,San Antonio
13633,370,yes,no,Dallas
13634,437,yes,no,Santa Clara
13635,1249,yes,no,Rosselle
13636,424,no,yes,Pittsburgh
13637,6253,yes,no,Pennsylvania
13638,512,no,no,Newcastle
13639,-119,no,yes,New York
13640,57,no,no,San Jose
13641,3884,no,no,Houston
13642,-139,no,no,San Fransisco
13643,1385,yes,yes,Los Angeles
13644,636,yes,no,Jersey
13645,0,no,yes,San Antonio
13646,-147,no,yes,Dallas
13647,818,no,no,Santa Clara
13648,982,yes,no,Rosselle
13649,13,no,yes,Pittsburgh
13650,0,no,yes,Pennsylvania
13651,633,no,no,Newcastle
13652,0,no,no,New York
13653,0,yes,no,San Jose
13654,153,no,no,Houston
13655,0,yes,no,San Fransisco
13656,350,no,yes,Los Angeles
13657,318,no,yes,Jersey
13658,498,yes,yes,San Antonio
13659,3434,yes,yes,Dallas
13660,794,yes,yes,Santa Clara
13661,-380,no,no,Rosselle
13662,-17,no,no,Pittsburgh
13663,0,yes,no,Pennsylvania
13664,1017,no,no,Newcastle
13665,0,no,yes,New York
13666,-3,no,yes,San Jose
13667,-191,yes,yes,Houston
13668,2450,no,no,San Fransisco
13669,234,no,no,Los Angeles
13670,409,no,yes,Jersey
13671,74,no,no,San Antonio
13672,224,yes,no,Dallas
13673,51,no,yes,Santa Clara
13674,0,no,no,Rosselle
13675,0,yes,no,Pittsburgh
13676,41,yes,no,Pennsylvania
13677,2113,yes,no,Newcastle
13678,313,no,no,New York
13679,73,yes,no,San Jose
13680,0,yes,no,Houston
13681,2621,no,yes,San Fransisco
13682,237,yes,no,Los Angeles
13683,0,yes,no,Jersey
13684,1683,no,no,San Antonio
13685,228,no,no,Dallas
13686,1,no,no,Santa Clara
13687,3,no,yes,Rosselle
13688,-2093,yes,yes,Pittsburgh
13689,710,no,no,Pennsylvania
13690,1742,no,no,Newcastle
13691,9,no,yes,New York
13692,2,yes,yes,San Jose
13693,199,yes,no,Houston
13694,800,no,yes,San Fransisco
13695,1560,yes,no,Los Angeles
13696,227,no,no,Jersey
13697,-560,yes,yes,San Antonio
13698,0,yes,no,Dallas
13699,2030,yes,yes,Santa Clara
13700,858,no,no,Rosselle
13701,-319,yes,yes,Pittsburgh
13702,155,yes,yes,Pennsylvania
13703,983,yes,no,Newcastle
13704,-194,no,yes,New York
13705,1309,no,yes,San Jose
13706,-274,yes,no,Houston
13707,30,yes,no,San Fransisco
13708,1,yes,yes,Los Angeles
13709,-1965,no,yes,Jersey
13710,3422,no,no,San Antonio
13711,121,yes,no,Dallas
13712,119,yes,no,Santa Clara
13713,0,yes,no,Rosselle
13714,137,no,yes,Pittsburgh
13715,419,yes,no,Pennsylvania
13716,0,no,yes,Newcastle
13717,-728,yes,no,New York
13718,2583,yes,no,San Jose
13719,-367,yes,no,Houston
13720,2055,yes,yes,San Fransisco
13721,1410,yes,no,Los Angeles
13722,1330,no,no,Jersey
13723,55,yes,no,San Antonio
13724,184,yes,no,Dallas
13725,10152,yes,no,Santa Clara
13726,71,no,no,Rosselle
13727,-266,no,yes,Pittsburgh
13728,199,yes,yes,Pennsylvania
13729,-104,no,yes,Newcastle
13730,97,no,no,New York
13731,477,yes,yes,San Jose
13732,-29,yes,no,Houston
13733,1084,yes,no,San Fransisco
13734,-237,yes,no,Los Angeles
13735,-49,yes,no,Jersey
13736,4453,yes,no,San Antonio
13737,-56,no,yes,Dallas
13738,475,no,no,Santa Clara
13739,725,yes,no,Rosselle
13740,2,yes,no,Pittsburgh
13741,289,no,no,Pennsylvania
13742,725,no,yes,Newcastle
13743,768,yes,no,New York
13744,-437,yes,yes,San Jose
13745,360,no,no,Houston
13746,-677,no,no,San Fransisco
13747,113,no,yes,Los Angeles
13748,540,yes,no,Jersey
13749,-710,yes,no,San Antonio
13750,0,yes,yes,Dallas
13751,15,yes,no,Santa Clara
13752,218,no,no,Rosselle
13753,-68,yes,no,Pittsburgh
13754,721,no,no,Pennsylvania
13755,2,no,no,Newcastle
13756,894,yes,no,New York
13757,-21,yes,no,San Jose
13758,1261,yes,yes,Houston
13759,1146,yes,no,San Fransisco
13760,167,yes,no,Los Angeles
13761,13,no,no,Jersey
13762,137,no,no,San Antonio
13763,-336,no,no,Dallas
13764,12,yes,no,Santa Clara
13765,3885,yes,no,Rosselle
13766,0,yes,no,Pittsburgh
13767,55,yes,no,Pennsylvania
13768,59,yes,no,Newcastle
13769,181,yes,no,New York
13770,0,no,yes,San Jose
13771,-5,no,no,Houston
13772,0,yes,no,San Fransisco
13773,-475,yes,no,Los Angeles
13774,32,no,no,Jersey
13775,594,no,no,San Antonio
13776,20,no,no,Dallas
13777,334,yes,no,Santa Clara
13778,472,yes,no,Rosselle
13779,624,no,no,Pittsburgh
13780,4923,yes,no,Pennsylvania
13781,709,yes,no,Newcastle
13782,2246,yes,no,New York
13783,17,no,no,San Jose
13784,1612,yes,no,Houston
13785,-215,no,yes,San Fransisco
13786,190,no,yes,Los Angeles
13787,25,yes,no,Jersey
13788,4054,yes,no,San Antonio
13789,2023,yes,no,Dallas
13790,46,no,no,Santa Clara
13791,9002,yes,yes,Rosselle
13792,211,no,no,Pittsburgh
13793,1981,no,no,Pennsylvania
13794,1143,yes,yes,Newcastle
13795,1127,yes,no,New York
13796,3352,no,no,San Jose
13797,76,no,yes,Houston
13798,0,no,no,San Fransisco
13799,-298,no,yes,Los Angeles
13800,3133,yes,yes,Jersey
13801,91,yes,yes,San Antonio
13802,-33,yes,yes,Dallas
13803,898,yes,no,Santa Clara
13804,-1415,no,no,Rosselle
13805,2063,yes,yes,Pittsburgh
13806,205,no,yes,Pennsylvania
13807,0,yes,no,Newcastle
13808,182,yes,no,New York
13809,0,yes,no,San Jose
13810,0,yes,no,Houston
13811,-33,no,yes,San Fransisco
13812,521,no,yes,Los Angeles
13813,-428,yes,yes,Jersey
13814,0,no,no,San Antonio
13815,2072,no,no,Dallas
13816,-293,no,yes,Santa Clara
13817,177,yes,no,Rosselle
13818,0,yes,no,Pittsburgh
13819,1351,no,no,Pennsylvania
13820,439,no,yes,Newcastle
13821,445,yes,no,New York
13822,-10,no,yes,San Jose
13823,473,no,no,Houston
13824,1746,yes,no,San Fransisco
13825,4597,yes,no,Los Angeles
13826,72,no,yes,Jersey
13827,29,no,no,San Antonio
13828,-890,yes,no,Dallas
13829,0,yes,no,Santa Clara
13830,292,no,yes,Rosselle
13831,2246,yes,no,Pittsburgh
13832,5517,yes,no,Pennsylvania
13833,1236,yes,no,Newcastle
13834,48,no,no,New York
13835,0,no,yes,San Jose
13836,703,yes,no,Houston
13837,107,yes,yes,San Fransisco
13838,393,yes,yes,Los Angeles
13839,290,yes,no,Jersey
13840,0,yes,no,San Antonio
13841,789,yes,yes,Dallas
13842,1674,yes,yes,Santa Clara
13843,0,no,no,Rosselle
13844,1968,yes,no,Pittsburgh
13845,454,yes,no,Pennsylvania
13846,966,no,yes,Newcastle
13847,-23,no,no,New York
13848,645,no,no,San Jose
13849,0,no,no,Houston
13850,219,yes,no,San Fransisco
